file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
control-seed1000.json,control,1000,ada,true,20,,environmental_change,false,false,15,,false,1
control-seed1000.json,control,1000,maya,true,10,,self_error,false,false,12,,false,1
control-seed1001.json,control,1001,ada,true,10,,instrument_malfunction,false,false,20,,false,1
control-seed1001.json,control,1001,maya,true,10,,instrument_malfunction,false,false,6,,false,1
control-seed1002.json,control,1002,ada,true,10,,environmental_change,false,false,14,,false,1
control-seed1002.json,control,1002,maya,true,12,,environmental_change,false,false,13,,false,0.9090909090909091
control-seed1003.json,control,1003,ada,true,14,,environmental_change,false,false,12,,false,1
control-seed1003.json,control,1003,maya,true,10,,environmental_change,false,false,8,,false,0.7142857142857143
control-seed1004.json,control,1004,ada,true,20,,self_error,false,false,16,,false,0.8
control-seed1004.json,control,1004,maya,true,20,,instrument_malfunction,false,false,16,,false,1
control-seed1005.json,control,1005,ada,true,21,,instrument_malfunction,false,false,23,,false,1
control-seed1005.json,control,1005,maya,false,10,,measurement_error,true,true,8,,true,0.8888888888888888
control-seed1006.json,control,1006,ada,true,10,,environmental_change,false,false,10,,false,1
control-seed1006.json,control,1006,maya,true,10,,environmental_change,false,false,28,,false,1
control-seed1007.json,control,1007,ada,true,20,,instrument_malfunction,false,false,20,,false,1
control-seed1007.json,control,1007,maya,true,20,,environmental_change,false,false,8,,false,1
control-seed1008.json,control,1008,ada,true,20,,environmental_change,false,false,16,,true,0.7
control-seed1008.json,control,1008,maya,true,12,,environmental_change,false,false,13,,true,0.5
control-seed1009.json,control,1009,ada,true,12,,environmental_change,false,false,11,,false,1
control-seed1009.json,control,1009,maya,true,12,,unknown_natural_process,false,false,11,,false,1
gravity_shift-seed1000.json,gravity_shift,1000,ada,true,23,11,self_error,false,false,10,-2,false,1
gravity_shift-seed1000.json,gravity_shift,1000,maya,true,10,-2,instrument_malfunction,false,false,8,-4,false,1
gravity_shift-seed1001.json,gravity_shift,1001,ada,true,16,4,environmental_change,false,false,11,-1,false,0.9
gravity_shift-seed1001.json,gravity_shift,1001,maya,true,10,-2,instrument_malfunction,false,false,11,-1,false,1
gravity_shift-seed1002.json,gravity_shift,1002,ada,true,14,2,self_error,false,false,11,-1,false,1
gravity_shift-seed1002.json,gravity_shift,1002,maya,true,10,-2,environmental_change,false,false,8,-4,false,1
gravity_shift-seed1003.json,gravity_shift,1003,ada,true,20,8,environmental_change,false,false,16,4,false,0.8571428571428571
gravity_shift-seed1003.json,gravity_shift,1003,maya,true,14,2,environmental_change,false,false,10,-2,false,1
gravity_shift-seed1004.json,gravity_shift,1004,ada,true,13,1,environmental_change,false,false,11,-1,true,0.9333333333333333
gravity_shift-seed1004.json,gravity_shift,1004,maya,true,13,1,instrument_malfunction,false,false,11,-1,false,0.9
gravity_shift-seed1005.json,gravity_shift,1005,ada,true,13,1,self_error,false,false,11,-1,false,0.9
gravity_shift-seed1005.json,gravity_shift,1005,maya,true,10,-2,instrument_malfunction,false,false,10,-2,false,1
gravity_shift-seed1006.json,gravity_shift,1006,ada,true,13,1,instrument_malfunction,false,false,10,-2,true,0.9
gravity_shift-seed1006.json,gravity_shift,1006,maya,true,10,-2,instrument_malfunction,false,false,11,-1,true,0.8571428571428571
gravity_shift-seed1007.json,gravity_shift,1007,ada,true,14,2,instrument_malfunction,false,false,22,10,false,1
gravity_shift-seed1007.json,gravity_shift,1007,maya,true,13,1,instrument_malfunction,false,false,28,16,false,1
gravity_shift-seed1008.json,gravity_shift,1008,ada,true,19,7,environmental_change,false,false,10,-2,false,0.9090909090909091
gravity_shift-seed1008.json,gravity_shift,1008,maya,true,10,-2,environmental_change,false,false,9,-3,false,1
gravity_shift-seed1009.json,gravity_shift,1009,ada,true,13,1,unknown_natural_process,false,true,11,-1,true,0.7777777777777778
gravity_shift-seed1009.json,gravity_shift,1009,maya,true,10,-2,self_error,false,false,10,-2,false,1
instrument_fault-seed1000.json,instrument_fault,1000,ada,true,14,2,environmental_change,false,false,10,-2,false,0.8333333333333334
instrument_fault-seed1000.json,instrument_fault,1000,maya,true,10,-2,environmental_change,false,false,11,-1,true,0.8
instrument_fault-seed1001.json,instrument_fault,1001,ada,true,10,-2,environmental_change,false,false,24,12,false,1
instrument_fault-seed1001.json,instrument_fault,1001,maya,true,13,1,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1002.json,instrument_fault,1002,ada,true,10,-2,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1002.json,instrument_fault,1002,maya,true,10,-2,environmental_change,false,false,26,14,false,1
instrument_fault-seed1003.json,instrument_fault,1003,ada,true,16,4,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1003.json,instrument_fault,1003,maya,true,23,11,instrument_malfunction,true,true,20,8,false,1
instrument_fault-seed1004.json,instrument_fault,1004,ada,true,13,1,instrument_malfunction,true,true,13,1,false,1
instrument_fault-seed1004.json,instrument_fault,1004,maya,true,20,8,environmental_change,false,false,22,10,true,0.8
instrument_fault-seed1005.json,instrument_fault,1005,ada,true,23,11,measurement_error,false,false,8,-4,false,0.8571428571428571
instrument_fault-seed1005.json,instrument_fault,1005,maya,true,17,5,environmental_change,false,false,12,0,false,0.8
instrument_fault-seed1006.json,instrument_fault,1006,ada,true,13,1,environmental_change,false,false,16,4,false,1
instrument_fault-seed1006.json,instrument_fault,1006,maya,true,10,-2,environmental_change,false,false,16,4,false,1
instrument_fault-seed1007.json,instrument_fault,1007,ada,true,14,2,environmental_change,false,false,11,-1,false,1
instrument_fault-seed1007.json,instrument_fault,1007,maya,true,20,8,instrument_malfunction,true,true,18,6,false,0.875
instrument_fault-seed1008.json,instrument_fault,1008,ada,true,18,6,environmental_change,false,false,20,8,false,1
instrument_fault-seed1008.json,instrument_fault,1008,maya,true,20,8,instrument_malfunction,true,true,18,6,false,1
instrument_fault-seed1009.json,instrument_fault,1009,ada,true,15,3,environmental_change,false,false,11,-1,false,1
instrument_fault-seed1009.json,instrument_fault,1009,maya,true,10,-2,instrument_malfunction,true,true,11,-1,false,1
