file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
control-seed1000.json,control,1000,ada,false,,,measurement_error,true,true,9,,false,1
control-seed1000.json,control,1000,maya,false,,,measurement_error,true,true,,,false,1
control-seed1001.json,control,1001,ada,false,10,,measurement_error,true,true,9,,false,0.875
control-seed1001.json,control,1001,maya,true,10,,instrument_malfunction,false,false,,,false,1
control-seed1002.json,control,1002,ada,false,,,measurement_error,true,true,10,,false,1
control-seed1002.json,control,1002,maya,true,10,,instrument_malfunction,false,false,,,false,0.8571428571428571
control-seed1003.json,control,1003,ada,false,,,measurement_error,true,true,,,false,1
control-seed1003.json,control,1003,maya,false,,,measurement_error,true,true,,,false,1
control-seed1004.json,control,1004,ada,false,,,measurement_error,true,true,9,,false,1
control-seed1004.json,control,1004,maya,true,10,,environmental_change,false,false,9,,false,1
control-seed1005.json,control,1005,ada,true,10,,instrument_malfunction,false,false,,,false,1
control-seed1005.json,control,1005,maya,false,,,measurement_error,true,true,5,,false,1
control-seed1006.json,control,1006,ada,false,10,,measurement_error,true,true,,,false,1
control-seed1006.json,control,1006,maya,false,,,measurement_error,true,true,9,,false,1
control-seed1007.json,control,1007,ada,false,20,,measurement_error,true,true,,,false,1
control-seed1007.json,control,1007,maya,true,14,,instrument_malfunction,false,false,10,,false,1
control-seed1008.json,control,1008,ada,false,,,measurement_error,true,true,17,,false,0.8888888888888888
control-seed1008.json,control,1008,maya,true,10,,instrument_malfunction,false,false,7,,false,1
control-seed1009.json,control,1009,ada,false,,,measurement_error,true,true,,,false,1
control-seed1009.json,control,1009,maya,true,10,,instrument_malfunction,false,false,7,,false,1
gravity_shift-seed1000.json,gravity_shift,1000,ada,false,,,measurement_error,false,false,,,false,1
gravity_shift-seed1000.json,gravity_shift,1000,maya,true,10,-2,environmental_change,false,false,,,false,1
gravity_shift-seed1001.json,gravity_shift,1001,ada,true,19,7,instrument_malfunction,false,false,,,false,1
gravity_shift-seed1001.json,gravity_shift,1001,maya,true,10,-2,environmental_change,false,false,24,12,false,1
gravity_shift-seed1002.json,gravity_shift,1002,ada,true,13,1,environmental_change,false,false,12,0,false,1
gravity_shift-seed1002.json,gravity_shift,1002,maya,true,10,-2,environmental_change,false,false,11,-1,false,1
gravity_shift-seed1003.json,gravity_shift,1003,ada,false,,,measurement_error,false,false,,,false,0.8571428571428571
gravity_shift-seed1003.json,gravity_shift,1003,maya,true,18,6,measurement_error,false,false,,,false,1
gravity_shift-seed1004.json,gravity_shift,1004,ada,true,14,2,instrument_malfunction,false,false,,,false,1
gravity_shift-seed1004.json,gravity_shift,1004,maya,true,10,-2,instrument_malfunction,false,false,10,-2,false,1
gravity_shift-seed1005.json,gravity_shift,1005,ada,true,22,10,instrument_malfunction,false,false,8,-4,false,1
gravity_shift-seed1005.json,gravity_shift,1005,maya,true,10,-2,environmental_change,false,false,,,false,0.8
gravity_shift-seed1006.json,gravity_shift,1006,ada,false,,,measurement_error,false,false,6,-6,false,1
gravity_shift-seed1006.json,gravity_shift,1006,maya,true,10,-2,environmental_change,false,false,8,-4,false,1
gravity_shift-seed1007.json,gravity_shift,1007,ada,true,20,8,measurement_error,false,false,10,-2,false,1
gravity_shift-seed1007.json,gravity_shift,1007,maya,false,,,measurement_error,false,false,10,-2,false,1
gravity_shift-seed1008.json,gravity_shift,1008,ada,true,18,6,instrument_malfunction,false,false,8,-4,false,0.9
gravity_shift-seed1008.json,gravity_shift,1008,maya,true,22,10,instrument_malfunction,false,false,,,false,1
gravity_shift-seed1009.json,gravity_shift,1009,ada,false,,,measurement_error,false,false,,,false,1
gravity_shift-seed1009.json,gravity_shift,1009,maya,true,15,3,environmental_change,false,false,10,-2,false,1
instrument_fault-seed1000.json,instrument_fault,1000,ada,false,,,measurement_error,false,false,8,-4,false,1
instrument_fault-seed1000.json,instrument_fault,1000,maya,true,14,2,instrument_malfunction,true,true,,,false,1
instrument_fault-seed1001.json,instrument_fault,1001,ada,false,,,measurement_error,false,false,9,-3,false,1
instrument_fault-seed1001.json,instrument_fault,1001,maya,false,,,measurement_error,true,true,12,0,false,1
instrument_fault-seed1002.json,instrument_fault,1002,ada,false,,,measurement_error,false,false,12,0,false,1
instrument_fault-seed1002.json,instrument_fault,1002,maya,false,,,measurement_error,true,true,9,-3,false,1
instrument_fault-seed1003.json,instrument_fault,1003,ada,false,,,measurement_error,false,false,10,-2,false,0.8571428571428571
instrument_fault-seed1003.json,instrument_fault,1003,maya,false,,,measurement_error,true,true,,,false,1
instrument_fault-seed1004.json,instrument_fault,1004,ada,false,20,8,measurement_error,false,false,,,false,1
instrument_fault-seed1004.json,instrument_fault,1004,maya,true,10,-2,instrument_malfunction,true,true,,,false,1
instrument_fault-seed1005.json,instrument_fault,1005,ada,true,13,1,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1005.json,instrument_fault,1005,maya,false,,,measurement_error,true,true,10,-2,false,1
instrument_fault-seed1006.json,instrument_fault,1006,ada,true,16,4,environmental_change,false,false,10,-2,false,1
instrument_fault-seed1006.json,instrument_fault,1006,maya,false,,,measurement_error,true,true,19,7,false,1
instrument_fault-seed1007.json,instrument_fault,1007,ada,true,22,10,instrument_malfunction,true,true,11,-1,false,1
instrument_fault-seed1007.json,instrument_fault,1007,maya,true,14,2,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1008.json,instrument_fault,1008,ada,false,,,measurement_error,false,false,9,-3,false,1
instrument_fault-seed1008.json,instrument_fault,1008,maya,false,,,measurement_error,true,true,,,false,1
instrument_fault-seed1009.json,instrument_fault,1009,ada,true,15,3,instrument_malfunction,true,true,10,-2,false,1
instrument_fault-seed1009.json,instrument_fault,1009,maya,false,,,measurement_error,true,true,,,false,1
