file,condition,seed,agentId,detected,detectionDay,detectionLatency,finalDominantClass,correctStrict,correctLenient,inferredAnomalyDay,anomalyDatingError,confabulationJudged,provenanceAccuracy
control-seed1000.json,control,1000,ada,true,25,,environmental_change,false,false,26,,false,1
control-seed1000.json,control,1000,maya,true,10,,environmental_change,false,false,13,,false,1
control-seed1001.json,control,1001,ada,true,10,,environmental_change,false,false,14,,true,0.8888888888888888
control-seed1001.json,control,1001,maya,true,10,,instrument_malfunction,false,false,7,,false,1
control-seed1002.json,control,1002,ada,true,10,,instrument_malfunction,false,false,10,,false,1
control-seed1002.json,control,1002,maya,true,10,,instrument_malfunction,false,false,16,,false,1
control-seed1003.json,control,1003,ada,true,15,,instrument_malfunction,false,false,12,,false,0.875
control-seed1003.json,control,1003,maya,true,10,,instrument_malfunction,false,false,8,,false,1
control-seed1004.json,control,1004,ada,true,20,,instrument_malfunction,false,false,27,,false,1
control-seed1004.json,control,1004,maya,true,30,,instrument_malfunction,false,false,26,,false,1
control-seed1005.json,control,1005,ada,true,10,,environmental_change,false,false,16,,false,1
control-seed1005.json,control,1005,maya,true,10,,environmental_change,false,false,11,,false,1
control-seed1006.json,control,1006,ada,true,10,,environmental_change,false,false,6,,false,0.8333333333333334
control-seed1006.json,control,1006,maya,true,26,,instrument_malfunction,false,false,8,,false,1
control-seed1007.json,control,1007,ada,true,17,,instrument_malfunction,false,false,17,,false,1
control-seed1007.json,control,1007,maya,true,10,,instrument_malfunction,false,false,28,,false,0.9
control-seed1008.json,control,1008,ada,true,10,,environmental_change,false,false,10,,true,0.9230769230769231
control-seed1008.json,control,1008,maya,true,10,,law_change,false,false,9,,true,0.7333333333333333
control-seed1009.json,control,1009,ada,true,10,,self_error,false,false,16,,false,1
control-seed1009.json,control,1009,maya,true,10,,instrument_malfunction,false,false,10,,false,0.8333333333333334
gravity_shift-seed1000.json,gravity_shift,1000,ada,true,14,2,instrument_malfunction,false,false,11,-1,false,1
gravity_shift-seed1000.json,gravity_shift,1000,maya,true,12,0,environmental_change,false,false,11,-1,false,0.8333333333333334
gravity_shift-seed1001.json,gravity_shift,1001,ada,true,17,5,environmental_change,false,false,10,-2,false,1
